two_year_recid,age,sex,priors_count,juv_fel_count,juv_misd_count,c_charge_degree,c_charge_desc,race
yes,28.0,Male,4,0.0,0.0,F,Battery on a Person Over 65,African-American
yes,28.0,Male,12,0.0,0.0,M,Criminal Mischief Damage <$200,African-American
yes,23.0,Male,0,0.0,0.0,M,Disorderly Conduct,African-American
no,24.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Other
no,40.0,Male,0,0.0,0.0,M,Driving Under The Influence,Hispanic
no,36.0,Male,1,0.0,0.0,M,Battery,Hispanic
yes,50.0,Male,1,0.0,0.0,M,Prowling/Loitering,Caucasian
no,33.0,Male,1,0.0,0.0,M,Leave Acc/Attend Veh/More $50,Hispanic
no,24.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,55.0,Female,2,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
yes,22.0,Male,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,38.0,Male,14,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,31.0,Male,1,0.0,0.0,F,Driving While License Revoked,African-American
no,30.0,Female,3,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,52.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,37.0,Male,16,0.0,0.0,F,arrest case no charge,African-American
no,41.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,20.0,Male,0,0.0,0.0,F,Deliver Cannabis 1000FTSch,African-American
yes,21.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,22.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,38.0,Male,7,0.0,0.0,M,Battery,African-American
no,31.0,Male,0,0.0,0.0,F,Forging Bank Bills/Promis Note,African-American
no,28.0,Male,0,0.0,0.0,F,Possession Of Methamphetamine,Caucasian
yes,21.0,Male,2,0.0,1.0,F,Burglary Dwelling Occupied,Hispanic
no,39.0,Male,1,0.0,0.0,F,Unlawful Conveyance of Fuel,African-American
yes,34.0,Male,22,0.0,0.0,F,Driving While License Revoked,African-American
no,32.0,Male,2,0.0,1.0,F,arrest case no charge,Caucasian
no,45.0,Male,0,0.0,0.0,M,Battery,Hispanic
no,36.0,Male,7,0.0,0.0,M,arrest case no charge,African-American
yes,24.0,Male,0,0.0,0.0,M,Battery,African-American
yes,27.0,Male,9,0.0,0.0,F,Poss Contr Subst W/o Prescript,African-American
no,30.0,Male,0,0.0,0.0,F,arrest case no charge,Hispanic
no,61.0,Male,8,0.0,0.0,M,arrest case no charge,African-American
no,43.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
no,26.0,Male,1,0.0,0.0,F,Deliver Cocaine,African-American
no,32.0,Male,7,0.0,3.0,F,arrest case no charge,African-American
no,57.0,Female,2,0.0,0.0,F,Possession of Cocaine,Caucasian
no,40.0,Female,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,33.0,Male,6,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,30.0,Male,2,0.0,0.0,F,Possession of Cocaine,African-American
no,29.0,Male,1,0.0,0.0,M,Leave Acc/Attend Veh/More $50,Caucasian
no,21.0,Female,1,0.0,0.0,F,arrest case no charge,Caucasian
no,36.0,Male,2,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,African-American
no,59.0,Male,17,0.0,0.0,F,Fail Register Career Offender,African-American
yes,35.0,Male,6,0.0,0.0,F,arrest case no charge,African-American
no,49.0,Male,0,0.0,0.0,M,Viol Injunction Protect Dom Vi,Hispanic
yes,26.0,Male,5,0.0,0.0,F,arrest case no charge,Hispanic
yes,21.0,Male,2,0.0,1.0,F,Aggravated Assault w/Firearm,African-American
yes,49.0,Male,29,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,23.0,Male,1,0.0,0.0,F,arrest case no charge,Hispanic
yes,37.0,Female,23,0.0,0.0,M,Battery,African-American
no,33.0,Male,0,0.0,0.0,M,Battery,Hispanic
yes,20.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
no,28.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,29.0,Male,3,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
yes,25.0,Male,1,0.0,0.0,F,"Poss 3,4 MDMA (Ecstasy)",African-American
yes,20.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,30.0,Male,3,0.0,0.0,M,Battery,Caucasian
no,55.0,Male,5,0.0,0.0,F,Possession of Cocaine,African-American
no,26.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,52.0,Female,6,0.0,0.0,F,arrest case no charge,Caucasian
yes,52.0,Male,16,0.0,0.0,F,arrest case no charge,African-American
yes,27.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
no,60.0,Male,2,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,44.0,Male,0,0.0,0.0,M,Viol Injunct Domestic Violence,Caucasian
no,30.0,Male,1,0.0,0.0,F,Aggravated Assault W/Dead Weap,Hispanic
no,25.0,Female,2,0.0,0.0,M,Battery,African-American
yes,20.0,Female,4,0.0,0.0,F,arrest case no charge,Caucasian
yes,28.0,Male,3,0.0,0.0,F,Possession of Oxycodone,Caucasian
no,39.0,Male,3,0.0,0.0,M,Battery,African-American
no,22.0,Male,1,0.0,0.0,F,Solicitation On Felony 3 Deg,Caucasian
yes,24.0,Male,1,0.0,0.0,F,Possession of Cannabis,Caucasian
no,28.0,Female,0,0.0,0.0,F,Arson in the First Degree,African-American
yes,35.0,Male,10,0.0,0.0,F,arrest case no charge,African-American
no,30.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,22.0,Male,0,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
no,39.0,Male,9,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,46.0,Female,1,0.0,0.0,F,arrest case no charge,Other
no,47.0,Male,3,0.0,0.0,M,Criminal Mischief>$200<$1000,Other
no,26.0,Male,5,0.0,0.0,M,Aggravated Battery,African-American
no,33.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
no,23.0,Female,0,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
yes,52.0,Female,0,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,22.0,Female,0,0.0,0.0,M,Battery,African-American
no,54.0,Male,0,0.0,0.0,F,Corrupt Public Servant,Caucasian
no,50.0,Male,2,0.0,0.0,M,Disorderly Intoxication,African-American
yes,20.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,25.0,Male,1,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,46.0,Female,0,0.0,0.0,F,Cruelty Toward Child,Caucasian
yes,26.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,22.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,38.0,Male,10,1.0,0.0,F,Burglary Structure Unoccup,Caucasian
yes,36.0,Female,9,0.0,0.0,F,Felony Driving While Lic Suspd,Hispanic
yes,34.0,Female,5,0.0,0.0,F,Driving While License Revoked,African-American
yes,18.0,Male,4,5.0,0.0,F,arrest case no charge,African-American
yes,26.0,Female,3,0.0,0.0,F,Possession Of Alprazolam,Caucasian
no,23.0,Female,0,0.0,0.0,F,Possession Of Methamphetamine,Caucasian
yes,32.0,Female,8,0.0,0.0,M,Prostitution/Lewd Act Assignation,Hispanic
yes,44.0,Male,1,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,53.0,Male,9,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,27.0,Male,6,0.0,0.0,F,Grand Theft In The 3Rd Degree,African-American
yes,27.0,Male,4,0.0,0.0,F,Poss Pyrrolidinovalerophenone,African-American
no,25.0,Male,2,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,48.0,Male,18,0.0,0.0,F,Felony Petit Theft,Caucasian
yes,19.0,Male,1,0.0,1.0,F,Possession of Cocaine,Caucasian
no,53.0,Male,0,0.0,0.0,F,Aggravated Assault W/dead Weap,Caucasian
no,39.0,Male,0,0.0,0.0,M,Resist/Obstruct W/O Violence,African-American
yes,37.0,Male,2,0.0,0.0,F,arrest case no charge,Other
yes,27.0,Male,6,1.0,0.0,F,Possession of Cocaine,African-American
yes,29.0,Female,1,0.0,0.0,F,Possession of Hydromorphone,Caucasian
yes,21.0,Female,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,24.0,Female,7,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,33.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,24.0,Female,1,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
no,46.0,Male,1,0.0,0.0,F,Possession of Oxycodone,Caucasian
no,32.0,Male,7,0.0,0.0,F,Driving While License Revoked,Hispanic
no,24.0,Male,2,0.0,0.0,F,Lewd/Lasc Battery Pers 12+/<16,Hispanic
no,38.0,Female,0,0.0,0.0,F,Burglary Assault/Battery Armed,Caucasian
yes,30.0,Male,13,0.0,2.0,F,Grand Theft (Motor Vehicle),African-American
yes,26.0,Male,27,0.0,2.0,M,Battery,African-American
no,57.0,Male,2,0.0,0.0,F,Lewd/Lasc Exhib Presence <16yr,Caucasian
no,43.0,Male,0,0.0,0.0,F,arrest case no charge,Caucasian
no,22.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
no,26.0,Male,1,0.0,0.0,M,arrest case no charge,Caucasian
yes,28.0,Female,9,0.0,0.0,M,arrest case no charge,African-American
no,51.0,Male,3,0.0,0.0,F,Felony DUI (level 3),Caucasian
no,41.0,Male,3,0.0,0.0,F,Felony Driving While Lic Suspd,Hispanic
no,24.0,Male,1,0.0,0.0,F,Del Cannabis For Consideration,Caucasian
yes,48.0,Male,3,0.0,0.0,F,Child Abuse,African-American
yes,26.0,Male,0,0.0,0.0,M,Driving License Suspended,Caucasian
yes,31.0,Male,6,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,27.0,Male,6,1.0,2.0,M,arrest case no charge,African-American
no,25.0,Male,0,0.0,0.0,M,Assault,African-American
no,56.0,Male,3,0.0,0.0,M,Battery,Caucasian
no,29.0,Female,1,0.0,0.0,M,Battery,African-American
yes,30.0,Female,3,0.0,0.0,F,arrest case no charge,Caucasian
no,21.0,Male,0,0.0,0.0,F,Attempted Robbery  No Weapon,African-American
yes,22.0,Male,1,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
no,28.0,Female,0,0.0,0.0,M,Battery,African-American
no,35.0,Male,2,0.0,0.0,F,Sell or Offer for Sale Counterfeit Goods,African-American
no,23.0,Male,0,0.0,0.0,F,Fleeing or Eluding a LEO,Caucasian
no,48.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,22.0,Male,4,0.0,1.0,M,Battery,Caucasian
no,37.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
no,33.0,Male,0,0.0,0.0,F,Aggravated Assault W/Dead Weap,African-American
yes,23.0,Male,5,0.0,0.0,F,False Imprisonment,African-American
yes,22.0,Male,0,0.0,0.0,M,Battery,African-American
no,24.0,Male,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,44.0,Male,2,0.0,0.0,M,arrest case no charge,African-American
no,26.0,Male,4,0.0,0.0,M,Fail Register Vehicle,African-American
no,26.0,Female,0,0.0,0.0,M,Exposes Culpable Negligence,African-American
no,29.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
no,26.0,Male,0,0.0,0.0,F,Possession of Cannabis,Hispanic
no,30.0,Male,1,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,23.0,Male,1,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,42.0,Male,1,0.0,0.0,F,Armed Trafficking in Cannabis,Other
yes,28.0,Female,0,0.0,0.0,F,Burglary Dwelling Assault/Batt,African-American
no,20.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,24.0,Female,7,0.0,2.0,M,Aggravated Battery / Pregnant,Caucasian
yes,36.0,Female,6,0.0,1.0,F,Possession of Cocaine,Other
yes,37.0,Male,6,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,21.0,Female,1,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,27.0,Male,8,0.0,0.0,F,Felony Battery w/Prior Convict,African-American
yes,26.0,Male,2,0.0,0.0,F,Fleeing Or Attmp Eluding A Leo,African-American
no,42.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,23.0,Male,8,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,43.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,55.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,38.0,Male,0,0.0,0.0,F,Possession Of Alprazolam,Caucasian
yes,24.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,23.0,Male,0,0.0,0.0,M,Battery,African-American
no,64.0,Female,0,0.0,0.0,F,Solicit Deliver Cocaine,African-American
no,48.0,Male,0,0.0,0.0,M,Battery,Other
yes,32.0,Male,11,0.0,1.0,F,Driving While License Revoked,African-American
yes,39.0,Female,0,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
no,30.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,22.0,Female,1,0.0,0.0,M,Battery,African-American
yes,20.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,24.0,Male,0,0.0,0.0,F,Poss Meth/Diox/Meth/Amp (MDMA),Caucasian
no,49.0,Male,2,0.0,0.0,M,Petit Theft,Hispanic
no,50.0,Male,2,0.0,0.0,F,Possession Of Methamphetamine,Caucasian
no,30.0,Male,3,0.0,0.0,M,Battery,African-American
yes,51.0,Male,12,0.0,0.0,F,Possession of Cocaine,African-American
yes,21.0,Male,2,0.0,2.0,M,Dealing In Stolen Property,African-American
yes,21.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
no,31.0,Male,1,0.0,0.0,F,Poss Unlaw Issue Driver Licenc,African-American
yes,23.0,Male,2,0.0,0.0,M,Trespass On School Grounds,African-American
no,23.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Hispanic
yes,32.0,Male,4,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
yes,28.0,Male,11,0.0,0.0,F,Neglect Child / No Bodily Harm,African-American
yes,50.0,Male,16,1.0,0.0,F,arrest case no charge,Caucasian
no,24.0,Male,0,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
yes,19.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
no,31.0,Male,1,0.0,0.0,M,Battery,Other
yes,29.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
yes,41.0,Male,6,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,28.0,Male,4,0.0,0.0,M,Battery,African-American
yes,29.0,Male,6,0.0,0.0,F,Uttering a Forged Instrument,Caucasian
no,49.0,Male,0,0.0,0.0,F,Offer Agree Secure/Lewd Act,Caucasian
no,42.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,38.0,Male,4,0.0,0.0,M,Battery,African-American
yes,22.0,Male,3,0.0,0.0,F,Burglary Dwelling Occupied,African-American
yes,46.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,63.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,38.0,Male,0,0.0,0.0,F,Cruelty Toward Child,African-American
no,36.0,Male,0,0.0,0.0,F,Possession of Cannabis,African-American
yes,27.0,Female,10,0.0,1.0,M,Driving License Suspended,African-American
yes,22.0,Male,6,0.0,0.0,F,Crimin Mischief Damage $1000+,Caucasian
no,29.0,Male,11,0.0,0.0,M,Operating W/O Valid License,African-American
yes,23.0,Male,6,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,39.0,Male,2,0.0,0.0,M,Driving Under The Influence,African-American
no,47.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,26.0,Male,7,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,21.0,Female,0,0.0,0.0,F,Burglary Dwelling Assault/Batt,African-American
no,55.0,Male,12,0.0,0.0,F,arrest case no charge,African-American
no,63.0,Male,2,0.0,0.0,M,Viol Injunct Domestic Violence,African-American
yes,27.0,Male,2,0.0,0.0,F,Possession of Cocaine,African-American
no,55.0,Male,27,0.0,0.0,M,Battery,Caucasian
yes,57.0,Male,21,0.0,0.0,M,arrest case no charge,Caucasian
no,24.0,Male,1,0.0,0.0,F,Uttering a Forged Instrument,Hispanic
yes,54.0,Male,2,0.0,0.0,M,Battery,Other
yes,30.0,Male,2,0.0,0.0,F,Possession of Cocaine,African-American
no,26.0,Male,3,0.0,1.0,M,Petit Theft,African-American
yes,26.0,Male,0,0.0,0.0,F,Harm Public Servant Or Family,Caucasian
no,37.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,25.0,Male,4,0.0,0.0,M,Operating W/O Valid License,African-American
no,34.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,48.0,Female,4,0.0,0.0,F,arrest case no charge,Hispanic
yes,25.0,Male,2,1.0,1.0,F,Possession Of Methamphetamine,African-American
no,57.0,Male,0,0.0,0.0,F,Agg Assault W/int Com Fel Dome,Other
no,46.0,Male,2,0.0,0.0,F,"Poss 3,4 MDMA (Ecstasy)",Caucasian
yes,21.0,Male,0,0.0,0.0,F,Burglary Conveyance Unoccup,Hispanic
no,32.0,Male,8,0.0,0.0,F,Uttering a Forged Instrument,African-American
yes,25.0,Female,5,0.0,0.0,F,Agg Battery Grt/Bod/Harm,African-American
yes,35.0,Male,4,0.0,0.0,F,Possession of Cocaine,African-American
yes,33.0,Female,2,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
yes,26.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,49.0,Male,10,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,29.0,Male,2,0.0,0.0,M,Petit Theft,African-American
yes,28.0,Male,6,0.0,0.0,M,arrest case no charge,Caucasian
no,53.0,Male,20,0.0,0.0,F,arrest case no charge,African-American
no,57.0,Male,1,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Hispanic
yes,29.0,Male,3,0.0,1.0,F,arrest case no charge,African-American
no,27.0,Male,0,0.0,0.0,F,Burglary Dwelling Armed,Caucasian
no,48.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,29.0,Male,0,0.0,0.0,M,Disorderly Conduct,Hispanic
yes,25.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,67.0,Male,0,0.0,0.0,F,Cruelty Toward Child,Caucasian
no,29.0,Male,2,0.0,0.0,M,Agg Fleeing and Eluding,African-American
no,53.0,Female,3,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,23.0,Male,1,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,49.0,Male,0,0.0,0.0,F,Possession of Cocaine,African-American
no,44.0,Female,0,0.0,0.0,M,Driving Under The Influence,Caucasian
no,55.0,Female,0,0.0,0.0,F,Aggravated Battery / Pregnant,Hispanic
yes,26.0,Male,10,1.0,0.0,F,Resist Officer w/Violence,African-American
yes,51.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,46.0,Male,0,0.0,0.0,M,Battery,African-American
yes,30.0,Male,1,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,48.0,Female,0,0.0,0.0,F,Tampering With Physical Evidence,African-American
yes,77.0,Male,1,0.0,0.0,M,Driving License Suspended,African-American
yes,21.0,Male,2,0.0,2.0,F,Grand Theft in the 3rd Degree,African-American
yes,46.0,Male,11,0.0,0.0,F,arrest case no charge,Caucasian
yes,54.0,Male,4,0.0,0.0,F,Sex Batt Faml/Cust Vict 12-17Y,African-American
no,54.0,Male,3,0.0,0.0,F,Manufacture Cannabis,Caucasian
no,26.0,Male,15,0.0,0.0,F,arrest case no charge,African-American
yes,23.0,Male,8,0.0,1.0,F,Burglary Structure Unoccup,African-American
no,27.0,Male,1,0.0,0.0,F,arrest case no charge,Hispanic
no,39.0,Male,2,0.0,0.0,F,arrest case no charge,Caucasian
no,35.0,Male,13,0.0,0.0,F,Driving While License Revoked,Hispanic
yes,29.0,Male,1,0.0,0.0,M,Battery,African-American
yes,30.0,Male,9,1.0,0.0,M,Viol Prot Injunc Repeat Viol,African-American
no,41.0,Male,6,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
no,32.0,Male,1,0.0,0.0,M,Battery,African-American
no,48.0,Male,12,0.0,0.0,M,arrest case no charge,African-American
no,39.0,Male,2,0.0,0.0,F,arrest case no charge,Caucasian
yes,52.0,Male,0,0.0,0.0,M,Battery,African-American
yes,31.0,Male,3,0.0,1.0,F,Grand Theft in the 3rd Degree,African-American
yes,22.0,Male,1,0.0,0.0,F,Possession Of Alprazolam,Caucasian
yes,56.0,Male,4,0.0,0.0,M,Battery,African-American
no,46.0,Female,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,52.0,Female,23,0.0,0.0,F,arrest case no charge,Caucasian
yes,29.0,Male,7,0.0,0.0,F,Poss Tetrahydrocannabinols,African-American
no,22.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,32.0,Male,1,0.0,0.0,F,Uttering Forged Credit Card,Hispanic
no,39.0,Male,8,0.0,0.0,F,Lewd or Lascivious Molestation,African-American
no,35.0,Male,9,0.0,0.0,F,Possession of Cannabis,African-American
no,26.0,Male,1,0.0,0.0,M,Battery,African-American
no,27.0,Male,1,0.0,0.0,F,Crim Use of Personal ID Info,African-American
yes,27.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
yes,34.0,Female,10,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,47.0,Male,21,0.0,0.0,F,arrest case no charge,African-American
no,27.0,Male,2,0.0,0.0,M,Posses/Disply Susp/Revk/Frd DL,African-American
no,27.0,Male,6,0.0,0.0,F,arrest case no charge,Hispanic
yes,32.0,Female,0,0.0,0.0,M,Battery,African-American
yes,28.0,Male,8,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Hispanic
yes,25.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
yes,22.0,Male,2,0.0,0.0,M,Battery,Caucasian
no,43.0,Male,4,0.0,0.0,M,Susp Drivers Lic 1st Offense,Caucasian
yes,52.0,Male,7,0.0,0.0,F,Possession of Cocaine,African-American
yes,21.0,Male,2,0.0,0.0,F,Tampering With Physical Evidence,African-American
yes,28.0,Male,11,0.0,1.0,F,Burglary Conveyance Unoccup,African-American
yes,21.0,Male,1,0.0,0.0,F,Carrying Concealed Firearm,African-American
no,26.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
yes,23.0,Male,4,0.0,1.0,M,Battery,Caucasian
no,39.0,Male,3,0.0,0.0,M,Battery,Hispanic
no,31.0,Male,1,0.0,0.0,M,Battery,African-American
no,34.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,32.0,Male,0,0.0,0.0,M,Possession of Cannabis,African-American
yes,50.0,Female,0,0.0,0.0,M,Driving Under The Influence,Caucasian
no,27.0,Male,1,0.0,0.0,M,Burglary Unoccupied Dwelling,African-American
no,26.0,Female,4,0.0,1.0,F,arrest case no charge,African-American
yes,27.0,Male,4,1.0,0.0,F,Aggravated Assault W/Dead Weap,African-American
yes,29.0,Male,0,0.0,0.0,F,Aggravated Assault W/dead Weap,Caucasian
yes,30.0,Male,11,0.0,0.0,M,Reckless Driving,Caucasian
no,58.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,African-American
yes,27.0,Male,14,2.0,0.0,F,False Imprisonment,African-American
yes,28.0,Male,5,0.0,0.0,F,Driving While License Revoked,African-American
yes,24.0,Male,15,0.0,5.0,F,Deliver Cocaine,African-American
yes,45.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,50.0,Male,0,0.0,0.0,M,DUI - Enhanced,Caucasian
yes,30.0,Female,15,0.0,0.0,F,Possession of Cocaine,African-American
yes,25.0,Male,1,0.0,0.0,F,arrest case no charge,Hispanic
no,46.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
yes,43.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,24.0,Male,0,0.0,0.0,F,arrest case no charge,Caucasian
no,34.0,Male,10,0.0,0.0,F,Aggravated Assault W/dead Weap,African-American
no,56.0,Male,2,0.0,0.0,F,arrest case no charge,Hispanic
no,26.0,Male,2,0.0,0.0,F,Possession Burglary Tools,Caucasian
no,31.0,Male,0,0.0,0.0,F,Possession Of Methamphetamine,Caucasian
yes,23.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,39.0,Male,0,0.0,0.0,F,Kidnapping / Domestic Violence,African-American
yes,50.0,Male,4,0.0,0.0,F,Driving While License Revoked,African-American
no,22.0,Female,0,0.0,0.0,M,Battery,African-American
no,25.0,Female,0,0.0,0.0,M,Battery,African-American
no,21.0,Female,2,0.0,1.0,F,Crimin Mischief Damage $1000+,African-American
no,20.0,Male,1,0.0,0.0,F,Possession of Cannabis,Caucasian
yes,54.0,Male,12,0.0,0.0,M,Battery,African-American
yes,27.0,Female,2,0.0,0.0,F,Felony Petit Theft,African-American
yes,45.0,Male,5,0.0,0.0,F,Possession of Methadone,Caucasian
yes,34.0,Male,13,3.0,1.0,F,arrest case no charge,African-American
no,55.0,Female,0,0.0,0.0,F,Battery on a Person Over 65,Caucasian
no,24.0,Male,0,0.0,0.0,M,Battery,African-American
yes,20.0,Male,0,0.0,0.0,F,Possession of Cocaine,African-American
yes,37.0,Male,5,0.0,0.0,M,Battery,African-American
no,34.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,41.0,Female,2,0.0,0.0,F,Aggravated Assault W/dead Weap,African-American
yes,21.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,22.0,Male,3,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,24.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,42.0,Male,8,0.0,0.0,F,Agg Fleeing and Eluding,Caucasian
yes,23.0,Female,0,0.0,0.0,M,Battery,African-American
no,40.0,Female,1,0.0,0.0,F,Aggravated Assault W/dead Weap,African-American
yes,19.0,Male,2,3.0,0.0,F,arrest case no charge,African-American
no,20.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,44.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,20.0,Male,0,0.0,0.0,M,Assault,African-American
no,27.0,Male,5,0.0,0.0,M,Driving License Suspended,African-American
yes,20.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,20.0,Male,0,0.0,0.0,F,Possession of Cannabis,African-American
yes,28.0,Male,1,0.0,0.0,F,Poss Pyrrolidinovalerophenone,Caucasian
yes,29.0,Male,9,0.0,0.0,F,arrest case no charge,African-American
yes,21.0,Male,0,0.0,0.0,F,Felony Battery,African-American
yes,45.0,Male,4,0.0,0.0,M,Driving License Suspended,African-American
yes,24.0,Female,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,60.0,Male,15,0.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,43.0,Male,8,1.0,0.0,F,arrest case no charge,African-American
yes,21.0,Male,0,0.0,0.0,F,Possession of Cocaine,Other
no,24.0,Female,0,0.0,0.0,F,Resist Officer w/Violence,African-American
yes,23.0,Male,3,0.0,1.0,F,Possession Of Clonazepam,African-American
no,27.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
